scientific_name	size_class	trophic_type	comments	trophic_type_source
Cyanonephron styloides		AU		Lagt till art utan storleksklass
Cyanophyceae	1	AU		
Cyanophyceae	2	AU		
Cyanophyceae	3	AU		
Cyanophyceae	4	AU		
Cyanophyceae	5	AU		
Cyanophyceae		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cyclostephanos dubius	1	AU		SMHI_bvol och PEG
Cyclostephanos dubius	2	AU		SMHI_bvol och PEG
Cyclostephanos dubius		AU		Lagt till art utan storleksklass
Cyclotella	1	AU		SMHI_bvol och PEG
Cyclotella	2	AU		SMHI_bvol och PEG
Cyclotella	3	AU		SMHI_bvol och PEG
Cyclotella	4	AU		SMHI_bvol och PEG
Cyclotella		AU		Lagt till art utan storleksklass
Cyclotella atomus	1	AU		SMHI_bvol och PEG
Cyclotella atomus	2	AU		SMHI_bvol och PEG
Cyclotella atomus	3	AU		SMHI_bvol och PEG
Cyclotella atomus	4	AU		SMHI_bvol och PEG
Cyclotella atomus	5	AU		SMHI_bvol och PEG
Cyclotella atomus		AU		Lagt till art utan storleksklass
Cyclotella choctawhatcheeana	1	AU		SMHI_bvol och PEG
Cyclotella choctawhatcheeana	2	AU		SMHI_bvol och PEG
Cyclotella choctawhatcheeana	3	AU		SMHI_bvol och PEG
Cyclotella choctawhatcheeana	4	AU		SMHI_bvol och PEG
Cyclotella choctawhatcheeana		AU		Lagt till art utan storleksklass
Cyclotella glomerata	1	AU		SMHI_bvol och PEG
Cyclotella glomerata	2	AU		SMHI_bvol och PEG
Cyclotella glomerata		AU		Lagt till art utan storleksklass
Cyclotella hakanssoniae	1	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cyclotella hakanssoniae	3	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cyclotella hakanssoniae	4	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cyclotella hakanssoniae		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cyclotella meneghiniana	1	AU		SMHI_bvol och PEG
Cyclotella meneghiniana	2	AU		SMHI_bvol och PEG
Cyclotella meneghiniana	3	AU		SMHI_bvol och PEG
Cyclotella meneghiniana	4	AU		SMHI_bvol och PEG
Cyclotella meneghiniana	5	AU		SMHI_bvol och PEG
Cyclotella meneghiniana	6	AU		SMHI_bvol och PEG
Cyclotella meneghiniana		AU		Lagt till art utan storleksklass
Cyclotella radiosa	1	AU		SMHI_bvol och PEG
Cyclotella radiosa	2	AU		SMHI_bvol och PEG
Cyclotella radiosa	3	AU		SMHI_bvol och PEG
Cyclotella radiosa	4	AU		SMHI_bvol och PEG
Cyclotella radiosa		AU		Lagt till art utan storleksklass
Cyclotella stelligera	1	AU		SMHI_bvol och PEG
Cyclotella stelligera	2	AU		SMHI_bvol och PEG
Cyclotella stelligera	3	AU		SMHI_bvol och PEG
Cyclotella stelligera		AU		Lagt till art utan storleksklass
Cyclotrichium		HT		
Cylindrotheca		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cylindrotheca closterium	1	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cylindrotheca closterium	2	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cylindrotheca closterium	3	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cylindrotheca closterium	4	AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cylindrotheca closterium	5	AU		
Cylindrotheca closterium	6	AU		SMHI_bvol och PEG
Cylindrotheca closterium	7	AU		SMHI_bvol och PEG
Cylindrotheca closterium	8	AU		SMHI_bvol och PEG
Cylindrotheca closterium	9	AU		SMHI_bvol och PEG
Cylindrotheca closterium	10	AU		SMHI_bvol och PEG
Cylindrotheca closterium	11	AU		
Cylindrotheca closterium	12	AU		
Cylindrotheca closterium	13	AU		
Cylindrotheca closterium	14	AU		
Cylindrotheca closterium	15	AU		
Cylindrotheca closterium		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cymatopleura		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cymatopleura elliptica	1	AU		SMHI_bvol och PEG
Cymatopleura elliptica	2	AU		SMHI_bvol och PEG
Cymatopleura elliptica	3	AU		SMHI_bvol och PEG
Cymatopleura elliptica		AU		Lagt till art utan storleksklass
Cymatopleura solea	1	AU		SMHI_bvol och PEG
Cymatopleura solea	2	AU		SMHI_bvol och PEG
Cymatopleura solea		AU		Lagt till art utan storleksklass
Cymatosira	1	AU		SMHI_bvol och PEG
Cymatosira		AU		Lagt till art utan storleksklass
Cymbella	1	AU		SMHI_bvol och PEG
Cymbella	2	AU		SMHI_bvol och PEG
Cymbella	3	AU		SMHI_bvol och PEG
Cymbella	4	AU		SMHI_bvol och PEG
Cymbella		AU		Lagt till art utan storleksklass
Cymbella cistula	1	AU		SMHI_bvol och PEG
Cymbella cistula		AU		Lagt till art utan storleksklass
Cymbella lanceolata	1	AU		SMHI_bvol och PEG
Cymbella lanceolata		AU		Lagt till art utan storleksklass
Cymbella obtusiuscula	1	AU		SMHI_bvol och PEG
Cymbella obtusiuscula		AU		Lagt till art utan storleksklass
Cymbomonas		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Cymbomonas tetramitiformis	1	AU		SMHI_bvol och PEG
Cymbomonas tetramitiformis	2	AU		SMHI_bvol och PEG
Cymbomonas tetramitiformis		AU		Lagt till art utan storleksklass
Dactyliosolen blavyanus	1	AU		SMHI_bvol och PEG
Dactyliosolen blavyanus	2	AU		SMHI_bvol och PEG
Dactyliosolen blavyanus	3	AU		
Dactyliosolen blavyanus	4	AU		
Dactyliosolen blavyanus		AU		Lagt till art utan storleksklass
Dactyliosolen fragilissimus	1	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	2	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	3	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	4	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	5	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	6	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	7	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	8	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	9	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	10	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	11	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus	12	AU		SMHI_bvol och PEG
Dactyliosolen fragilissimus		AU		Lagt till art utan storleksklass
Dactyliosolen phuketensis	1	AU		SMHI_bvol och PEG
Dactyliosolen phuketensis	2	AU		SMHI_bvol och PEG
Dactyliosolen phuketensis	3	AU		SMHI_bvol och PEG
Dactyliosolen phuketensis		AU		Lagt till art utan storleksklass
Dactylosphaerium jurisii	1	AU		SMHI_bvol och PEG
Dactylosphaerium jurisii		AU		Lagt till art utan storleksklass
Daturella	1	HT		SMHI_bvol och PEG
Daturella		HT		Lagt till art utan storleksklass
Desmarella		HT	NµA	Arter i sharkweb som inte finns PEG/SMHI listan
Desmarella moniliformis	1	HT		SMHI_bvol och PEG
Desmarella moniliformis		HT		Lagt till art utan storleksklass
Desmatractum		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Desmidium		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Desmodesmus	1	AU		SMHI_bvol och PEG
Desmodesmus	2	AU		SMHI_bvol och PEG
Desmodesmus	3	AU		SMHI_bvol och PEG
Desmodesmus		AU		Lagt till art utan storleksklass
Desmodesmus	4	AU		
Desmodesmus abundans	1	AU		SMHI_bvol och PEG
Desmodesmus abundans	2	AU		SMHI_bvol och PEG
Desmodesmus abundans	3	AU		SMHI_bvol och PEG
Desmodesmus abundans		AU		Lagt till art utan storleksklass
Desmodesmus armatus	1	AU		SMHI_bvol och PEG
Desmodesmus armatus	2	AU		SMHI_bvol och PEG
Desmodesmus armatus	3	AU		SMHI_bvol och PEG
Desmodesmus armatus	4	AU		SMHI_bvol och PEG
Desmodesmus armatus	5	AU		SMHI_bvol och PEG
Desmodesmus armatus		AU		Lagt till art utan storleksklass
Desmodesmus armatus var. armatus	1	AU		SMHI_bvol och PEG
Desmodesmus armatus var. armatus	2	AU		SMHI_bvol och PEG
Desmodesmus armatus var. armatus	3	AU		SMHI_bvol och PEG
Desmodesmus armatus var. armatus	4	AU		SMHI_bvol och PEG
Desmodesmus armatus var. armatus	5	AU		SMHI_bvol och PEG
Desmodesmus armatus var. armatus		AU		Lagt till art utan storleksklass
Desmodesmus armatus var. bicaudatus	1	AU		SMHI_bvol och PEG
Desmodesmus armatus var. bicaudatus		AU		Lagt till art utan storleksklass
Desmodesmus armatus var. spinosus	1	AU		SMHI_bvol och PEG
Desmodesmus armatus var. spinosus		AU		Lagt till art utan storleksklass
Desmodesmus bicellularis	1	AU		SMHI_bvol och PEG
Desmodesmus bicellularis		AU		Lagt till art utan storleksklass
Desmodesmus brasiliensis	1	AU		SMHI_bvol och PEG
Desmodesmus brasiliensis		AU		Lagt till art utan storleksklass
Desmodesmus communis	1	AU		SMHI_bvol och PEG
Desmodesmus communis	2	AU		SMHI_bvol och PEG
Desmodesmus communis	3	AU		SMHI_bvol och PEG
Desmodesmus communis	4	AU		SMHI_bvol och PEG
Desmodesmus communis		AU		Lagt till art utan storleksklass
Desmodesmus costatogranulatus	1	AU		PEG_BVOL_2020
Desmodesmus costatogranulatus		AU		PEG_BVOL_2020
Desmodesmus costato-granulatus	1	AU		SMHI_bvol och PEG
Desmodesmus costato-granulatus		AU		Lagt till art utan storleksklass
Desmodesmus denticulatus	1	AU		SMHI_bvol och PEG
Desmodesmus denticulatus	2	AU		SMHI_bvol och PEG
Desmodesmus denticulatus	3	AU		SMHI_bvol och PEG
Desmodesmus denticulatus	4	AU		SMHI_bvol och PEG
Desmodesmus denticulatus	5	AU		SMHI_bvol och PEG
Desmodesmus denticulatus		AU		Lagt till art utan storleksklass
Desmodesmus denticulatus var. denticulatus	1	AU		SMHI_bvol och PEG
Desmodesmus denticulatus var. denticulatus	2	AU		SMHI_bvol och PEG
Desmodesmus denticulatus var. denticulatus	3	AU		SMHI_bvol och PEG
Desmodesmus denticulatus var. denticulatus	4	AU		SMHI_bvol och PEG
Desmodesmus denticulatus var. denticulatus	5	AU		SMHI_bvol och PEG
Desmodesmus denticulatus var. denticulatus		AU		Lagt till art utan storleksklass
Desmodesmus denticulatus var. linearis	1	AU		SMHI_bvol och PEG
Desmodesmus denticulatus var. linearis		AU		Lagt till art utan storleksklass
Desmodesmus dispar	1	AU		SMHI_bvol och PEG
Desmodesmus dispar		AU		Lagt till art utan storleksklass
Desmodesmus hystrix	1	AU		SMHI_bvol och PEG
Desmodesmus hystrix		AU		Lagt till art utan storleksklass
Desmodesmus intermedius	1	AU		SMHI_bvol och PEG
Desmodesmus intermedius	3	AU		SMHI_bvol och PEG
Desmodesmus intermedius	4	AU		SMHI_bvol och PEG
Desmodesmus intermedius		AU		Lagt till art utan storleksklass
Desmodesmus maximus	1	AU		SMHI_bvol och PEG
Desmodesmus maximus	2	AU		SMHI_bvol och PEG
Desmodesmus maximus	3	AU		SMHI_bvol och PEG
Desmodesmus maximus	4	AU		SMHI_bvol och PEG
Desmodesmus maximus	5	AU		SMHI_bvol och PEG
Desmodesmus maximus	6	AU		SMHI_bvol och PEG
Desmodesmus maximus	7	AU		SMHI_bvol och PEG
Desmodesmus maximus	8	AU		SMHI_bvol och PEG
Desmodesmus maximus		AU		Lagt till art utan storleksklass
Desmodesmus opoliensis	1	AU		SMHI_bvol och PEG
Desmodesmus opoliensis	2	AU		SMHI_bvol och PEG
Desmodesmus opoliensis		AU		Lagt till art utan storleksklass
Desmodesmus opoliensis var. opoliensis	1	AU		SMHI_bvol och PEG
Desmodesmus opoliensis var. opoliensis	2	AU		SMHI_bvol och PEG
Desmodesmus opoliensis var. opoliensis		AU		Lagt till art utan storleksklass
Desmodesmus protuberans	1	AU		SMHI_bvol och PEG
Desmodesmus protuberans		AU		Lagt till art utan storleksklass
Desmodesmus serratus	1	AU		SMHI_bvol och PEG
Desmodesmus serratus		AU		Lagt till art utan storleksklass
Desmodesmus spinosus	1	AU		SMHI_bvol och PEG
Desmodesmus spinosus		AU		Lagt till art utan storleksklass
Detonula confervacea	1	AU		SMHI_bvol och PEG
Detonula confervacea	2	AU		SMHI_bvol och PEG
Detonula confervacea	3	AU		SMHI_bvol och PEG
Detonula confervacea	4	AU		
Detonula confervacea		AU		Lagt till art utan storleksklass
Detonula pumila	1	AU		SMHI_bvol och PEG
Detonula pumila		AU		Lagt till art utan storleksklass
Diaphanoeca	1	HT		SMHI_bvol och PEG
Diaphanoeca	2	HT		SMHI_bvol och PEG
Diaphanoeca		HT		Lagt till art utan storleksklass
Diaphanoeca grandis	1	HT		SMHI_bvol och PEG
Diaphanoeca grandis		HT		Lagt till art utan storleksklass
Diaphanoeca sphaerica	1	HT		SMHI_bvol och PEG
Diaphanoeca sphaerica	2	HT		SMHI_bvol och PEG
Diaphanoeca sphaerica		HT		Lagt till art utan storleksklass
Diatoma		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Diatoma	1	AU		
Diatoma	2	AU		
Diatoma	3	AU		
Diatoma constricta	1	AU		SMHI_bvol och PEG
Diatoma constricta		AU		Lagt till art utan storleksklass
Diatoma moniliformis	1	AU		
Diatoma moniliformis	2	AU		
Diatoma moniliformis	3	AU		
Diatoma moniliformis		AU		
Diatoma tenuis	1	AU		SMHI_bvol och PEG
Diatoma tenuis	2	AU		SMHI_bvol och PEG
Diatoma tenuis	3	AU		SMHI_bvol och PEG
Diatoma tenuis	4	AU		SMHI_bvol och PEG
Diatoma tenuis	5	AU		SMHI_bvol och PEG
Diatoma tenuis	6	AU		SMHI_bvol och PEG
Diatoma tenuis	7	AU		SMHI_bvol och PEG
Diatoma tenuis		AU		Lagt till art utan storleksklass
Diatoma vulgaris	1	AU		SMHI_bvol och PEG
Diatoma vulgaris	2	AU		SMHI_bvol och PEG
Diatoma vulgaris	3	AU		SMHI_bvol och PEG
Diatoma vulgaris	4	AU		SMHI_bvol och PEG
Diatoma vulgaris		AU		Lagt till art utan storleksklass
Diatoma vulgaris	5	AU		
Diatoma vulgaris	6	AU		
Diatoma vulgaris	7	AU		
Diatoma vulgaris	8	AU		
Diatoma vulgaris var. vulgaris	1	AU		SMHI_bvol och PEG
Diatoma vulgaris var. vulgaris	2	AU		SMHI_bvol och PEG
Diatoma vulgaris var. vulgaris	3	AU		SMHI_bvol och PEG
Diatoma vulgaris var. vulgaris	4	AU		SMHI_bvol och PEG
Diatoma vulgaris var. vulgaris		AU		Lagt till art utan storleksklass
Dicroerisma psilonereiella	1	HT		SMHI_bvol och PEG
Dicroerisma psilonereiella		HT		Lagt till art utan storleksklass
Dictyocha	1	AU		
Dictyocha	2	AU		
Dictyocha	3	AU		
Dictyocha	4	AU		
Dictyocha	5	AU		
Dictyocha		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Dictyocha fibula	1	AU		SMHI_bvol och PEG
Dictyocha fibula	2	AU		SMHI_bvol och PEG
Dictyocha fibula		AU		Lagt till art utan storleksklass
Dictyochales	1	AU		PEG_BVOL_2020
Dictyochales	2	AU		PEG_BVOL_2020
Dictyochales	3	AU		PEG_BVOL_2020
Dictyochales	4	AU		PEG_BVOL_2020
Dictyochales	5	AU		PEG_BVOL_2020
Dictyochales		AU		Lagt till art utan storleksklass
Dictyochophyceae	1	AU		
Dictyochophyceae	2	AU		
Dictyochophyceae	3	AU		
Dictyochophyceae	4	AU		
Dictyochophyceae		AU		
Dictyosphaerium		AU		Arter i sharkweb som inte finns PEG/SMHI listan
Dictyosphaerium ehrenbergianum	1	AU		SMHI_bvol och PEG
Dictyosphaerium ehrenbergianum	2	AU		SMHI_bvol och PEG
Dictyosphaerium ehrenbergianum		AU		Lagt till art utan storleksklass
Dictyosphaerium planctonicum	1	AU		PEG_BVOL_2020
Dictyosphaerium planctonicum	2	AU		PEG_BVOL_2020
Dictyosphaerium planctonicum		AU		Lagt till art utan storleksklass
Dictyosphaerium pulchellum	1	AU		SMHI_bvol och PEG
Dictyosphaerium pulchellum	2	AU		SMHI_bvol och PEG
Dictyosphaerium pulchellum	3	AU		SMHI_bvol och PEG
Dictyosphaerium pulchellum	4	AU		SMHI_bvol och PEG
Dictyosphaerium pulchellum	5	AU		SMHI_bvol och PEG
Dictyosphaerium pulchellum		AU		Lagt till art utan storleksklass
Dictyosphaerium subsolitarium	1	AU		SMHI_bvol och PEG
Dictyosphaerium subsolitarium		AU		Lagt till art utan storleksklass
Didinium	1	HT		SMHI_bvol och PEG
Didinium		HT		Lagt till art utan storleksklass
Didinium nasutum	1	HT		SMHI_bvol och PEG
Didinium nasutum		HT		Lagt till art utan storleksklass
Dinobryon	1	MX		SMHI_bvol och PEG
Dinobryon	2	MX		SMHI_bvol och PEG
Dinobryon	3	MX		
Dinobryon		MX		Lagt till art utan storleksklass
Dinobryon	4	MX		
Dinobryon acuminatum	1	MX		SMHI_bvol och PEG
Dinobryon acuminatum		MX		Lagt till art utan storleksklass
Dinobryon balticum	1	MX		SMHI_bvol och PEG
